"","CODIGO","Indice"
"27732",3900101001,1.18525525580071
"27733",3900101002,0.108808924448493
"27734",3900101003,0.969626539969365
"27735",3900201001,-0.616473494454236
"27736",3900201002,1.08141403064087
"27737",3900201003,-0.475443892458519
"27738",3900301001,1.34911556809956
"27739",3900401001,1.87456279592833
"27740",3900401002,1.35840095289455
"27741",3900501001,-1.04631475960535
"27742",3900601001,0.317181313533007
"27743",3900601002,0.98764045607469
"27744",3900701001,1.48262285664404
"27745",3900801001,-0.278960117303461
"27746",3900801002,-0.0508755238983845
"27747",3900801003,-1.13463190237165
"27748",3900801004,0.148278453912248
"27749",3900801005,-2.18048723793381
"27750",3900801006,-1.23439662634133
"27751",3900801007,-0.106862233884158
"27752",3900801008,-1.80029569136953
"27753",3900802001,-0.536703082337543
"27754",3900802002,-0.141430024860434
"27755",3900802003,-0.639661061409635
"27756",3900802004,-1.05193817158922
"27757",3900901001,-0.230488867418481
"27758",3900901002,-0.859220750988669
"27759",3900901003,-0.640257918155702
"27760",3901001001,0.691852891132115
"27761",3901101001,0.126045303188728
"27762",3901201001,0.337390635315031
"27763",3901201002,-0.537116221956498
"27764",3901201003,-1.37455817141929
"27765",3901201004,-0.755462298961482
"27766",3901202001,-0.763623712739509
"27767",3901202002,-0.876467519688509
"27768",3901301001,0.854861871158651
"27769",3901401001,1.7086480964366
"27770",3901501001,1.14519963077899
"27771",3901601001,0.85871346668191
"27772",3901601002,-0.894642935651172
"27773",3901601003,-0.784117384551246
"27774",3901601004,-0.55506583806692
"27775",3901601005,-1.21693333697647
"27776",3901601006,-1.31345924112303
"27777",3901601007,-0.727261524559316
"27778",3901601008,-0.454782366265556
"27779",3901601009,0.0602132251279888
"27780",3901601010,-0.525107077218669
"27781",3901601011,-0.116152699916672
"27782",3901601012,-1.03254892250027
"27783",3901601013,-2.55103061986793
"27784",3901601014,-1.82901666211937
"27785",3901601015,-0.715404388021822
"27786",3901602001,-1.17824801403518
"27787",3901602002,-0.979070216698839
"27788",3901602003,-1.48737819372271
"27789",3901603001,-0.683869056234279
"27790",3901603002,-1.3669538606019
"27791",3901603003,-1.28396851547601
"27792",3901701001,1.66820956935814
"27793",3901801001,-1.08376099463794
"27794",3901801002,1.03832051826184
"27795",3901801003,-1.35148998795806
"27796",3901801004,-1.78453095146834
"27797",3901901001,-0.837244739186721
"27798",3902001001,0.187452295879222
"27799",3902001002,-0.836009912471719
"27800",3902001003,-0.58922045086468
"27801",3902002001,0.0353167499235139
"27802",3902002002,0.293055702763478
"27803",3902002003,-2.11457003774188
"27804",3902002004,-0.668330536062049
"27805",3902002005,-0.495996667996755
"27806",3902002006,-2.19950631028765
"27807",3902002007,-1.94977516207831
"27808",3902002008,-2.55434828918769
"27809",3902002009,0.143900959806824
"27810",3902002010,-0.272975906671045
"27811",3902002011,-2.18466940752793
"27812",3902002012,-2.40649438696468
"27813",3902002013,-1.55161160168914
"27814",3902003001,-0.721648588754667
"27815",3902003002,-1.5538435510708
"27816",3902003003,-0.382709962203833
"27817",3902003004,-0.2879397421868
"27818",3902003005,-1.02229806151349
"27819",3902101001,2.01419722828938
"27820",3902201001,0.932897878023796
"27821",3902301001,-0.73756644049509
"27822",3902301002,-0.94834744166588
"27823",3902301003,-0.966036563037921
"27824",3902301004,-0.220609376869834
"27825",3902401001,0.677016220078116
"27826",3902401002,0.127440945875617
"27827",3902501001,-1.16120069265292
"27828",3902501002,0.0186502582676163
"27829",3902501003,1.11587636514464
"27830",3902501004,-1.31754236958036
"27831",3902501005,0.0272307572132442
"27832",3902501006,-0.222828763790024
"27833",3902501007,-1.29573916745768
"27834",3902501008,-1.2405082154955
"27835",3902502001,1.18533348318144
