COD_SECC_2011;viv<30m % ;Promedio de Super/habi;Aseo 2011 % ;Anteriores 1951 % ;ALQUIL_CES;SIN_CALEFA
3907507015;0,0000000;0,0255054;0,0000000;0,0000000;12,5012159;5,9378582
3907507016;0,0000000;0,0265606;0,0000000;0,0000000;3,4803138;4,4421315
3907507017;0,0000000;0,0178397;0,0000000;0,0000000;9,9939934;0,0000000
3907507018;0,0000000;0,0293270;0,0000000;0,0000000;10,9547844;4,5088385
3907507019;0,0000000;0,0186664;0,0000000;0,0000000;11,5177783;8,7450246
3907507020;0,0000000;0,0227519;0,0000000;36,6003504;23,6943866;7,2036741
3907507021;3,1013859;0,0227062;1,6227186;11,2420686;24,2920745;9,7608184
3907507022;0,0000000;0,0248071;0,0000000;0,0000000;12,4461278;2,6139461
3907507023;0,0000000;0,0240385;0,0000000;0,0000000;13,1528691;6,4456315
3907508001;0,0000000;0,0242637;0,0000000;0,0000000;0,0000000;0,0000000
3907508002;0,0000000;0,0252835;1,6606874;38,8961004;40,9002362;7,2680918
3907508003;0,0000000;0,0200487;0,0000000;17,4753219;14,0083807;4,6375719
3907508004;0,0000000;0,0190974;0,0000000;41,2910325;14,6457129;3,1091880
3907508005;0,0000000;0,0245155;4,0332035;13,7862337;8,6403461;3,3472185
3907508006;0,0000000;0,0257514;0,0000000;0,0000000;0,0000000;0,0000000
3907508007;0,0000000;0,0185758;0,0000000;12,0256747;10,9613231;2,2546079
3907508008;0,0000000;0,0265188;0,0000000;52,7493996;17,4788466;11,6637592
3907508009;0,0000000;0,0174028;0,0000000;29,6412903;0,0000000;4,3686571
3907508010;0,0000000;0,0256364;0,0000000;3,0363833;22,2580543;0,0000000
3907508011;0,0000000;0,0201058;5,3319609;42,6172169;10,5715638;10,8408892
3907508012;0,0000000;0,0278466;0,0000000;29,5367092;12,8527875;20,2129032
3907508013;0,0000000;0,0278337;0,0000000;0,0000000;14,4857700;4,1980332
3907508014;0,0000000;0,0316096;0,0000000;0,0000000;0,0000000;12,6115215
3907508015;0,0000000;0,0323237;3,7680348;3,7680348;10,9046251;5,7685340
3907508016;0,0000000;0,0168498;0,0000000;0,0000000;12,9846651;0,0000000
3907508017;2,4315807;0,0248840;0,0000000;3,4845390;8,8020941;0,0000000
3907508018;0,0000000;0,0232718;0,0000000;0,0000000;33,8240494;9,7698733
3907508019;0,0000000;0,0180134;0,0000000;0,0000000;7,6044227;0,0000000
3907508020;0,0000000;0,0263552;0,0000000;2,9158994;14,8601581;0,0000000
3907508021;0,0000000;0,0228712;2,2163978;8,5828626;2,0640683;4,0319775
3907508022;0,0000000;0,0193653;0,0000000;0,0000000;26,6802147;0,0000000
3907508023;0,0000000;0,0189614;0,0000000;0,0000000;9,4065487;0,0000000
3907508024;0,0000000;0,0229400;0,0000000;9,5252014;5,2126036;5,4694296
3907508025;0,0000000;0,0287477;0,0000000;0,0000000;20,6307214;0,0000000
3907508026;0,0000000;0,0243380;1,5436890;0,0000000;12,3461802;0,0000000
3907508027;0,0000000;0,0200198;0,0000000;2,4538823;14,1506192;0,0000000
3907508028;0,0000000;0,0224015;1,6702160;0,0000000;4,9291215;3,5981545
3907601001;0,0000000;0,0193453;0,0000000;21,1996756;5,5690536;13,0363803
3907601002;0,0000000;0,0195393;0,0000000;21,9252252;3,3374713;2,3501677
3907701001;0,0000000;0,0168345;0,0000000;90,0482246;13,3614292;19,7235744
3907801001;0,0000000;0,0204370;1,9526590;50,0270043;5,0603915;8,7903017
3907901001;0,0000000;0,0251269;2,0904909;14,1388130;13,8745726;15,4905480
3907901002;0,0000000;0,0280984;0,0000000;5,6652920;13,2884142;3,1119790
3907901003;0,0000000;0,0250481;0,0000000;0,0000000;13,5328792;1,7218324
3907901004;0,0000000;0,0202885;0,0000000;0,0000000;3,0329896;0,0000000
3907902001;0,0000000;0,0264519;5,6584528;14,3262747;7,0384664;3,4251128
3907902002;0,0000000;0,0228933;1,0453321;3,5392087;17,8763961;3,9828587
3907902003;0,0000000;0,0225761;0,0000000;3,7813703;16,4470893;7,7753288
3908001001;0,0000000;0,0210706;0,0000000;17,5576379;22,1280113;10,8281950
3908001002;0,0000000;0,0205448;0,0000000;35,3336516;6,9587447;11,0510810
3908001003;0,0000000;0,0232692;5,4817230;9,6231692;20,9085133;0,0000000
3908001004;0,0000000;0,0228263;1,3547425;13,7658403;8,2319574;1,4501779
3908101001;0,0000000;0,0171129;3,5395844;53,2357871;4,9134661;23,9367765
3908201001;0,0000000;0,0204720;5,5534652;38,1823834;9,5023311;19,6513131
3908301001;0,0000000;0,0147611;6,3060024;76,7554397;19,6402948;17,6775956
3908401001;0,0000000;0,0200141;0,5461483;38,3175715;1,8967631;14,1285313
3908501001;0,0000000;0,0203659;0,0000000;10,3580340;9,0206978;6,2717262
3908501002;0,0000000;0,0219054;0,0000000;7,0795267;16,5272400;5,7760314
3908501003;0,0000000;0,0177845;0,0000000;7,6313411;18,4172111;3,0883036
3908502001;0,0000000;0,0183769;0,0000000;20,3184146;4,1018036;2,6501356
3908502002;0,0000000;0,0222636;0,0000000;36,3539057;0,0000000;19,3285537
3908601001;0,0000000;0,0152732;2,8513053;50,6920978;4,4283260;34,7796107
3908701001;0,0000000;0,0183928;0,0000000;26,4745091;22,0119732;2,8512939
3908701002;0,0000000;0,0221804;0,0000000;9,0477969;22,9510169;9,0332870
3908701003;0,0000000;0,0199617;0,0000000;16,5169666;21,2938566;10,7825007
3908701004;0,0000000;0,0223712;2,2480665;0,0000000;17,5053860;10,9474040
3908701005;0,0000000;0,0202747;0,0000000;0,0000000;14,2127998;0,0000000
3908701006;0,0000000;0,0245849;0,0000000;0,0000000;9,1299665;0,0000000
3908701007;0,0000000;0,0191410;0,0000000;7,0076779;8,5223407;2,0323827
3908701008;0,0000000;0,0282189;0,0000000;10,9232435;15,5326792;8,5361722
3908701009;0,0000000;0,0226665;0,0000000;4,3111686;7,3503365;0,0000000
3908701010;0,0000000;0,0252605;0,0000000;0,0000000;28,5029154;3,7581334
3908701011;0,0000000;0,0170599;0,0000000;5,9385545;38,0614697;0,0000000
3908701012;0,0000000;0,0252055;0,0000000;2,2965335;7,8139707;2,2599907
3908701013;0,0000000;0,0252860;1,6942274;1,6942274;8,2596047;0,0000000
3908701014;0,0000000;0,0210491;0,0000000;10,1469251;10,2349431;4,8529109
3908702001;0,0000000;0,0220538;2,5131660;0,0000000;13,4579291;4,1517656
3908702002;0,0000000;0,0280843;0,0000000;23,9388092;26,4870127;7,2218896
3908702003;0,0000000;0,0171069;0,0000000;0,0000000;40,3557746;12,4322443
3908702004;0,0000000;0,0228926;2,6409546;0,0000000;36,4176537;17,4324564
3908702005;0,0000000;0,0166736;0,0000000;19,9527936;11,0287283;3,8510344
3908702006;0,0000000;0,0301229;0,0000000;0,0000000;11,7110604;5,0107833
3908702007;2,2151271;0,0199355;0,0000000;12,0057704;7,7256308;0,0000000
3908702008;3,1544744;0,0222038;0,0000000;6,8521137;0,0000000;3,3378646
3908702009;0,0000000;0,0261533;2,2938857;2,1104514;11,0947134;6,2260131
3908703001;0,0000000;0,0203114;0,0000000;11,5349466;8,5859142;0,0000000
3908703002;0,0000000;0,0228146;0,0000000;22,3150390;0,0000000;1,1236372
3908703003;0,0000000;0,0215450;4,0447138;23,6831396;2,2648258;0,0000000
3908703004;0,0000000;0,0252816;0,0000000;7,9012829;2,3308885;12,5680255
3908703005;0,0000000;0,0270793;0,0000000;0,0000000;10,0323772;5,1693680
3908703006;7,2045951;0,0346681;6,2508264;0,0000000;20,8612880;16,6579150
3908703007;0,0000000;0,0305842;0,0000000;0,0000000;15,0811056;23,2977081
3908703008;0,0000000;0,0250729;0,0000000;0,0000000;5,9351918;3,9228901
3908703009;0,0000000;0,0212200;1,5833897;5,5313727;5,1935869;1,5833897
3908703010;2,2413232;0,0256276;2,2413232;0,0000000;10,7277969;7,7367331
3908703011;0,0000000;0,0294450;10,0353450;0,0000000;12,7942448;8,3728914
3908703012;0,0000000;0,0268955;3,2741688;0,0000000;5,6297968;8,7396797
3908704001;0,0000000;0,0239615;0,0000000;25,8684782;5,6023200;10,3853851
3908704002;0,0000000;0,0202987;3,5550569;10,9779269;4,1380564;4,5973786
3908704003;0,0000000;0,0215545;0,0000000;22,0022591;8,0993390;6,6116870
3908704004;0,0000000;0,0174758;0,0000000;17,3090410;8,6001567;13,5608589
3908704005;0,0000000;0,0208253;0,0000000;3,3180704;12,2054750;3,4498868
3908704006;0,0000000;0,0318701;0,0000000;21,8191058;16,1232622;4,6761811
3908704007;0,0000000;0,0263722;0,0000000;0,0000000;4,1192539;2,6089793
3908704008;0,0000000;0,0216329;0,0000000;3,2276917;0,0000000;6,2018071
3908704009;0,0000000;0,0276168;0,0000000;0,0000000;2,1061585;4,3657576
3908705001;0,0000000;0,0217376;4,4570587;24,5228552;10,0402912;4,8703319
3908705002;0,0000000;0,0250944;0,0000000;67,9954612;18,6173935;7,5241090
3908705003;0,0000000;0,0222982;0,0000000;25,5292154;9,4344433;9,2599005
3908801001;0,0000000;0,0201342;0,0000000;74,4200990;0,0000000;0,0000000
3908901001;0,0000000;0,0206722;1,1731053;14,7842915;5,0126664;61,0308887
3909001001;0,0000000;0,0192355;0,0000000;0,0000000;5,9602484;8,3707186
3909101001;1,1610673;0,0178113;2,7617765;41,7197223;10,7648604;11,5182807
3909101002;0,0000000;0,0156877;3,0750275;71,3621924;2,8639267;29,0192117
3909101003;0,0000000;0,0173398;2,4071801;67,6488746;2,8032322;14,6443685
3909201001;0,0000000;0,0186321;2,9139407;45,7038439;14,7000165;8,7519937
3909301001;0,0000000;0,0113919;2,0914243;77,7681650;7,9061333;31,8954903
3909401001;0,0000000;0,0100000;0,0000000;100,0000000;0,0744900;23,7779000
3909501001;0,0000000;0,0186631;0,2310699;18,2063882;15,0175204;11,3904412
3909501002;0,0000000;0,0200335;4,4793616;17,1967352;2,9708649;9,4288339
3909601001;0,0000000;0,0145509;0,8747993;41,2273041;9,6095525;18,0914422
3909701001;0,0000000;0,0193790;0,0000000;35,5956153;8,8126803;1,8500986
3909801001;0,0000000;0,0209130;1,2151194;61,5096696;7,2287051;24,3992380
3909901001;0,0000000;0,0194305;0,0000000;9,8516820;2,9571111;10,6468982
3909901002;0,0000000;0,0197106;1,7696520;51,4382544;3,8078784;5,4997617
3910001001;0,0000000;0,0166878;1,6069981;55,4925026;9,2775618;19,0671189
3910101001;0,0000000;0,0122500;2,1119783;54,9128494;7,6505877;6,5459213
3910201001;1,0331810;0,0148507;0,0000000;62,7809188;4,9370776;14,0073530
3910201002;0,0000000;0,0185218;0,0000000;19,1034205;8,4862780;3,1179520
