CUSEC;2011
3907506010;9,4
3907506011;4,1
3907506012;8,1
3907506013;8
3907506014;16,8
3907507001;10,4
3907507002;10,3
3907507003;5,4
3907507004;7,4
3907507005;15,4
3907507006;9,1
3907507007;13,7
3907507008;5,4
3907507009;10,1
3907507010;14,7
3907507011;7,4
3907507012;9,6
3907507013;12,3
3907507014;10,7
3907507015;11,1
3907507016;9,1
3907507017;5,4
3907507018;10,2
3907507019;11,7
3907507020;15,7
3907507021;9,7
3907507022;15,2
3907507023;15,9
3907508001;9,565355749
3907508002;15,1
3907508003;12,8
3907508004;10,1
3907508005;4,8
3907508006;6,9
3907508007;8,9
3907508008;4,6
3907508009;14,2
3907508010;6,7
3907508011;11
3907508012;14,4
3907508013;9
3907508014;6,3
3907508015;4,2
3907508016;3,6
3907508017;12,9
3907508018;10,3
3907508019;10,5
3907508020;4,3
3907508021;7,9
3907508022;14,1
3907508023;11,4
3907508024;9,2
3907508025;7,3
3907508026;4,7
3907508027;1,4
3907508028;23,5
3907601001;4,8
3907601002;8,9
3907701001;6,1
3907801001;8,4
3907901001;5,6
3907901002;4,9
3907901003;6,3
3907901004;6,3
3907902001;8,5
3907902002;6,2
3907902003;8,6
3908001001;10,3
3908001002;11
3908001003;14,7
3908001004;6,8
3908101001;8,2
3908201001;7,6
3908301001;14,6
3908401001;9,1
3908501001;7,1
3908501002;6,4
3908501003;11,7
3908502001;8,1
3908502002;10
3908601001;6,5
3908701001;19,4
3908701002;17,9
3908701003;8,5
3908701004;14,6
3908701005;10
3908701006;14,3
3908701007;9
3908701008;9
3908701009;11,7
3908701010;8,4
3908701011;9,4
3908701012;5,1
3908701013;19,8
3908701014;11,4
3908702001;12,7
3908702002;14,3
3908702003;8,9
3908702004;20,7
3908702005;20,8
3908702006;6,1
3908702007;8
3908702008;8,2
3908702009;3,1
3908703001;7,7
3908703002;15,2
3908703003;7,3
3908703004;8,8
3908703005;8,1
3908703006;11,6
3908703007;5,9
3908703008;5,3
3908703009;8,3
3908703010;8,8
3908703011;11,7
3908703012;10,8
3908704001;9,3
3908704002;8,8
3908704003;9,1
3908704004;9,5
3908704005;12,7
3908704006;7,1
3908704007;6,4
3908704008;10,5
3908704009;13,1
3908705001;10,2
3908705002;7,7
3908705003;13,9
3908801001;9,3
3908901001;5,6
3909001001;8,4
3909101001;5,3
3909101002;12,3
3909101003;5,8
3909201001;9,7
3909301001;9
3909401001;5,7
3909501001;6,6
3909501002;6,6
3909601001;6,6
3909701001;7
3909801001;6,5
3909901001;7,6
3909901002;6
3910001001;6,5
3910101001;9,2
3910201001;5,3
3910201002;7,5
